Master Index,before_after,date_diff,flight_length,label,hierarchy,fold,class,target_class,hclass,number_flights_before,source_file,Unnamed: 0,volt1,volt2,amp1,amp2,FQtyL,FQtyR,E1 FFlow,E1 OilT,E1 OilP,E1 RPM,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,OAT,IAS,VSpd,NormAc,AltMSL,timestep,cluster
22255.0,1,1969-12-31 23:59:59.999999999,5335.0,intake gasket leak/damage,,3.0,10.0,10.0,0.0,3.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
26421.0,before,1969-12-31 23:59:59.999999998,3979.0,drain line/tube damage,,,,,,2.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
21065.0,after,1970-01-01 00:00:00.000000003,6364.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
12981.0,0,1970-01-01 00:00:00.000000001,4635.0,rocker cover leak/loose/damage,,3.0,14.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
9473.0,after,1970-01-01 00:00:00.000000001,5866.0,rocker cover leak/loose/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
32560.0,before,1969-12-31 23:59:59.999999999,3481.0,baffle crack/damage/loose/miss,baffle,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
24182.0,before,1969-12-31 23:59:59.999999999,5351.0,intake gasket leak/damage,,,,,,2.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
13987.0,before,1969-12-31 23:59:59.999999999,5539.0,rocker cover leak/loose/damage,,,,,,1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
7994.0,1,1969-12-31 23:59:59.999999998,4354.0,baffle plug need repair/replace,baffle,0.0,16.0,16.0,1.0,4.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
16337.0,before,1969-12-31 23:59:59.999999999,3748.0,baffle screw miss/loose,baffle,,,,,2.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
17587.0,before,1970-01-01 00:00:00.000000000,5835.0,pilot/in-flight noticed issue,,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
11848.0,after,1970-01-01 00:00:00.000000001,5658.0,rocker cover leak/loose/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
6072.0,before,1969-12-31 23:59:59.999999999,5523.0,intake gasket leak/damage,,,,,,3.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
30126.0,same,1970-01-01 00:00:00.000000000,387.0,baffle seal loose/damage,baffle,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
28327.0,before,1969-12-31 23:59:59.999999999,5380.0,intake tube/bolt/seal/boot loose or damage,,,,,,1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
13534.0,1,1969-12-31 23:59:59.999999998,4761.0,rocker cover leak/loose/damage,,3.0,14.0,14.0,0.0,4.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
32623.0,0,1970-01-01 00:00:00.000000001,5770.0,baffle crack/damage/loose/miss,baffle,4.0,15.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
10025.0,after,1970-01-01 00:00:00.000000001,10722.0,rocker cover leak/loose/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
24865.0,same,1970-01-01 00:00:00.000000000,403.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
5399.0,after,1970-01-01 00:00:00.000000001,60.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
16507.0,after,1970-01-01 00:00:00.000000001,29.0,baffle screw miss/loose,baffle,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
11096.0,1,1969-12-31 23:59:59.999999999,3935.0,rocker cover leak/loose/damage,,1.0,14.0,14.0,0.0,1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
11708.0,after,1970-01-01 00:00:00.000000001,2613.0,rocker cover leak/loose/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
24653.0,before,1969-12-31 23:59:59.999999996,7189.0,intake gasket leak/damage,,,,,,4.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
16951.0,same,1970-01-01 00:00:00.000000000,247.0,baffle screw miss/loose,baffle,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
10093.0,before,1969-12-31 23:59:59.999999997,4808.0,rocker cover leak/loose/damage,,,,,,2.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
3104.0,before,1969-12-31 23:59:59.999999997,4745.0,intake gasket leak/damage,,,,,,4.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
19139.0,before,1969-12-31 23:59:59.999999998,2270.0,cylinder crack/fail/need part repair,cylinder,,,,,2.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
8379.0,0,1970-01-01 00:00:00.000000001,7126.0,baffle plug need repair/replace,baffle,2.0,16.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
1997.0,same,1970-01-01 00:00:00.000000000,5724.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
29405.0,same,1970-01-01 00:00:00.000000000,247.0,oil return line issue,oil,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
24419.0,before,1969-12-31 23:59:59.999999995,5958.0,intake gasket leak/damage,,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
29363.0,before,1969-12-31 23:59:59.999999997,13035.0,oil dipstick/tube need repair,oil,,,,,1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
29645.0,after,1970-01-01 00:00:00.000000003,4699.0,cylinder head/exhaust gas temperature issue,cylinder,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
1474.0,after,1970-01-01 00:00:00.000000001,6146.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
1045.0,before,1969-12-31 23:59:59.999999997,5834.0,intake gasket leak/damage,,,,,,3.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
17878.0,before,1969-12-31 23:59:59.999999991,232.0,aircraft start/external issue,,,,,,2.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
8453.0,same,1970-01-01 00:00:00.000000000,419.0,baffle plug need repair/replace,baffle,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
10410.0,before,1970-01-01 00:00:00.000000000,185.0,rocker cover leak/loose/damage,,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
30629.0,after,1970-01-01 00:00:00.000000001,4793.0,baffle seal loose/damage,baffle,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
8361.0,1,1969-12-31 23:59:59.999999999,5366.0,baffle plug need repair/replace,baffle,2.0,16.0,16.0,1.0,1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
14180.0,after,1970-01-01 00:00:00.000000001,5624.0,rocker cover leak/loose/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
31559.0,0,1970-01-01 00:00:00.000000001,2845.0,baffle crack/damage/loose/miss,baffle,0.0,15.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
6069.0,same,1970-01-01 00:00:00.000000000,14.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
2263.0,1,1969-12-31 23:59:59.999999999,3889.0,intake gasket leak/damage,,0.0,10.0,10.0,0.0,3.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
25624.0,1,1969-12-31 23:59:59.999999999,6595.0,intake gasket leak/damage,,4.0,10.0,10.0,0.0,2.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
12690.0,after,1970-01-01 00:00:00.000000001,4170.0,rocker cover leak/loose/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
28668.0,before,1969-12-31 23:59:59.999999998,5522.0,intake tube/bolt/seal/boot loose or damage,,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
2400.0,before,1970-01-01 00:00:00.000000000,4761.0,intake gasket leak/damage,,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
8268.0,before,1970-01-01 00:00:00.000000000,14.0,baffle plug need repair/replace,baffle,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
13873.0,after,1970-01-01 00:00:00.000000002,6500.0,rocker cover leak/loose/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
27230.0,after,1970-01-01 00:00:00.000000001,5200.0,cylinder compression issue,cylinder,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
8045.0,same,1970-01-01 00:00:00.000000000,372.0,baffle plug need repair/replace,baffle,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
25250.0,0,1970-01-01 00:00:00.000000001,2861.0,intake gasket leak/damage,,4.0,10.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
9846.0,same,1970-01-01 00:00:00.000000000,325.0,rocker cover leak/loose/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
7633.0,0,1970-01-01 00:00:00.000000002,5858.0,engine run rough,engine,3.0,7.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
15722.0,before,1969-12-31 23:59:59.999999999,6193.0,engine failure/fire/time out,engine,,,,,3.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
23886.0,before,1969-12-31 23:59:59.999999998,4543.0,intake gasket leak/damage,,,,,,1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
18771.0,1,1969-12-31 23:59:59.999999999,3719.0,engine seal/tube/bolt loose or damage,engine,2.0,8.0,8.0,3.0,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
8482.0,after,1970-01-01 00:00:00.000000004,6271.0,baffle plug need repair/replace,baffle,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
17213.0,after,1970-01-01 00:00:00.000000001,29.0,pilot/in-flight noticed issue,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
15784.0,before,1969-12-31 23:59:59.999999999,29.0,engine failure/fire/time out,engine,,,,,1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
2947.0,0,1970-01-01 00:00:00.000000002,1400.0,intake gasket leak/damage,,1.0,10.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
5933.0,0,1970-01-01 00:00:00.000000001,6827.0,intake gasket leak/damage,,2.0,10.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
25157.0,0,1970-01-01 00:00:00.000000001,4839.0,intake gasket leak/damage,,4.0,10.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
14922.0,0,1970-01-01 00:00:00.000000001,5701.0,rocker cover leak/loose/damage,,4.0,14.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
27871.0,0,1970-01-01 00:00:00.000000002,8605.0,intake tube/bolt/seal/boot loose or damage,,1.0,11.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
32738.0,before,1969-12-31 23:59:59.999999998,9498.0,baffle crack/damage/loose/miss,baffle,,,,,1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
16050.0,same,1970-01-01 00:00:00.000000000,1538.0,engine failure/fire/time out,engine,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
9562.0,same,1970-01-01 00:00:00.000000000,528.0,rocker cover leak/loose/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
6509.0,before,1969-12-31 23:59:59.999999999,5632.0,intake gasket leak/damage,,,,,,1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
32453.0,before,1969-12-31 23:59:59.999999991,5789.0,baffle crack/damage/loose/miss,baffle,,,,,1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
1882.0,1,1969-12-31 23:59:59.999999999,6202.0,intake gasket leak/damage,,0.0,10.0,10.0,0.0,1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
12640.0,before,1969-12-31 23:59:59.999999998,6644.0,rocker cover leak/loose/damage,,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
17058.0,before,1969-12-31 23:59:59.999999999,5167.0,baffle screw miss/loose,baffle,,,,,1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
5609.0,1,1969-12-31 23:59:59.999999999,4527.0,intake gasket leak/damage,,2.0,10.0,10.0,0.0,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
19979.0,after,1970-01-01 00:00:00.000000004,29.0,baffle tie/tie rod loose or damage,baffle,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
23706.0,after,1970-01-01 00:00:00.000000001,5508.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
15182.0,after,1970-01-01 00:00:00.000000006,3469.0,rocker cover leak/loose/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
13009.0,0,1970-01-01 00:00:00.000000001,6146.0,rocker cover leak/loose/damage,,3.0,14.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
25200.0,after,1970-01-01 00:00:00.000000001,5601.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
19021.0,same,1970-01-01 00:00:00.000000000,434.0,cylinder crack/fail/need part repair,cylinder,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
22526.0,before,1969-12-31 23:59:59.999999998,14100.0,intake gasket leak/damage,,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
29097.0,before,1969-12-31 23:59:59.999999995,76.0,engine idle/rpm issue,engine,,,,,2.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
8984.0,after,1970-01-01 00:00:00.000000002,4449.0,baffle plug need repair/replace,baffle,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
4235.0,after,1970-01-01 00:00:00.000000001,45.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
8764.0,0,1970-01-01 00:00:00.000000002,5041.0,baffle plug need repair/replace,baffle,3.0,16.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
17202.0,before,1970-01-01 00:00:00.000000000,7077.0,pilot/in-flight noticed issue,,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
10969.0,before,1969-12-31 23:59:59.999999997,32.0,rocker cover leak/loose/damage,,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
2071.0,before,1970-01-01 00:00:00.000000000,683.0,intake gasket leak/damage,,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
22355.0,after,1970-01-01 00:00:00.000000002,3871.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
2140.0,same,1970-01-01 00:00:00.000000000,7259.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
28148.0,0,1970-01-01 00:00:00.000000001,8923.0,intake tube/bolt/seal/boot loose or damage,,2.0,11.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
32555.0,same,1970-01-01 00:00:00.000000000,4433.0,baffle crack/damage/loose/miss,baffle,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
27787.0,1,1969-12-31 23:59:59.999999999,6890.0,intake tube/bolt/seal/boot loose or damage,,1.0,11.0,11.0,0.0,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
4577.0,0,1970-01-01 00:00:00.000000002,6645.0,intake gasket leak/damage,,1.0,10.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
32027.0,1,1969-12-31 23:59:59.999999999,4277.0,baffle crack/damage/loose/miss,baffle,2.0,15.0,15.0,1.0,1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
7344.0,after,1970-01-01 00:00:00.000000002,29.0,engine run rough,engine,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
9793.0,0,1970-01-01 00:00:00.000000001,5429.0,rocker cover leak/loose/damage,,0.0,14.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
26756.0,after,1970-01-01 00:00:00.000000001,45.0,cylinder compression issue,cylinder,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0,after,1970-01-01 00:00:00.000000001,5912.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
8317.0,1,1969-12-31 23:59:59.999999999,4120.0,baffle plug need repair/replace,baffle,1.0,16.0,16.0,1.0,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
13721.0,before,1970-01-01 00:00:00.000000000,278.0,rocker cover leak/loose/damage,,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
21530.0,1,1969-12-31 23:59:59.999999999,3049.0,intake gasket leak/damage,,3.0,10.0,10.0,0.0,1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
19442.0,before,1969-12-31 23:59:59.999999998,6146.0,baffle tie/tie rod loose or damage,baffle,,,,,1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
24395.0,after,1970-01-01 00:00:00.000000001,5382.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
3993.0,after,1970-01-01 00:00:00.000000002,3562.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
21049.0,before,1970-01-01 00:00:00.000000000,123.0,intake gasket leak/damage,,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
17402.0,after,1970-01-01 00:00:00.000000001,5071.0,pilot/in-flight noticed issue,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
18492.0,1,1969-12-31 23:59:59.999999998,5274.0,engine/propeller overspeed or damage,engine,3.0,9.0,9.0,3.0,3.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
31588.0,before,1970-01-01 00:00:00.000000000,3126.0,baffle crack/damage/loose/miss,baffle,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
21454.0,1,1969-12-31 23:59:59.999999999,4885.0,intake gasket leak/damage,,3.0,10.0,10.0,0.0,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
21683.0,after,1970-01-01 00:00:00.000000001,6328.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
27260.0,after,1970-01-01 00:00:00.000000003,2200.0,cylinder compression issue,cylinder,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
28903.0,after,1970-01-01 00:00:00.000000003,4371.0,engine idle/rpm issue,engine,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
663.0,1,1969-12-31 23:59:59.999999999,5173.0,intake gasket leak/damage,,0.0,10.0,10.0,0.0,3.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
4267.0,1,1969-12-31 23:59:59.999999999,4574.0,intake gasket leak/damage,,1.0,10.0,10.0,0.0,1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
8605.0,same,1970-01-01 00:00:00.000000000,60.0,baffle plug need repair/replace,baffle,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
24940.0,same,1970-01-01 00:00:00.000000000,543.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
10364.0,same,1970-01-01 00:00:00.000000000,45.0,rocker cover leak/loose/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
16582.0,same,1970-01-01 00:00:00.000000000,356.0,baffle screw miss/loose,baffle,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
10618.0,before,1969-12-31 23:59:59.999999999,4013.0,rocker cover leak/loose/damage,,,,,,4.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
3480.0,1,1969-12-31 23:59:59.999999998,6145.0,intake gasket leak/damage,,1.0,10.0,10.0,0.0,4.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
8391.0,after,1970-01-01 00:00:00.000000001,3344.0,baffle plug need repair/replace,baffle,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
26123.0,after,1970-01-01 00:00:00.000000001,60.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
7441.0,after,1970-01-01 00:00:00.000000001,29.0,engine run rough,engine,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
27571.0,same,1970-01-01 00:00:00.000000000,434.0,intake tube/bolt/seal/boot loose or damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
11954.0,before,1970-01-01 00:00:00.000000000,356.0,rocker cover leak/loose/damage,,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
28596.0,0,1970-01-01 00:00:00.000000002,5041.0,intake tube/bolt/seal/boot loose or damage,,4.0,11.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
19353.0,after,1970-01-01 00:00:00.000000001,107.0,cylinder crack/fail/need part repair,cylinder,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
15517.0,same,1970-01-01 00:00:00.000000000,2844.0,oil cooler need maintenance,oil,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
5441.0,0,1970-01-01 00:00:00.000000001,6719.0,intake gasket leak/damage,,2.0,10.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
32520.0,same,1970-01-01 00:00:00.000000000,387.0,baffle crack/damage/loose/miss,baffle,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
9019.0,0,1970-01-01 00:00:00.000000001,3889.0,baffle plug need repair/replace,baffle,4.0,16.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
6073.0,same,1970-01-01 00:00:00.000000000,496.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
16161.0,after,1970-01-01 00:00:00.000000001,6281.0,engine failure/fire/time out,engine,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
10673.0,after,1970-01-01 00:00:00.000000004,7527.0,rocker cover leak/loose/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
12429.0,after,1970-01-01 00:00:00.000000001,12140.0,rocker cover leak/loose/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
5016.0,0,1970-01-01 00:00:00.000000002,5570.0,intake gasket leak/damage,,1.0,10.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
27171.0,before,1969-12-31 23:59:59.999999987,3422.0,cylinder compression issue,cylinder,,,,,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
1374.0,1,1969-12-31 23:59:59.999999999,5756.0,intake gasket leak/damage,,0.0,10.0,10.0,0.0,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
13661.0,0,1970-01-01 00:00:00.000000001,5041.0,rocker cover leak/loose/damage,,3.0,14.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
29949.0,after,1970-01-01 00:00:00.000000001,5305.0,baffle seal loose/damage,baffle,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
21629.0,same,1970-01-01 00:00:00.000000000,356.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
24504.0,0,1970-01-01 00:00:00.000000001,4088.0,intake gasket leak/damage,,4.0,10.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
233.0,after,1970-01-01 00:00:00.000000002,5754.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
2956.0,same,1970-01-01 00:00:00.000000000,96.0,intake gasket leak/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
30956.0,before,1969-12-31 23:59:59.999999998,3532.0,baffle rivet loose/miss/damage,baffle,,,,,4.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
31519.0,1,1969-12-31 23:59:59.999999999,4885.0,baffle crack/damage/loose/miss,baffle,0.0,15.0,15.0,1.0,3.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
4441.0,before,1969-12-31 23:59:59.999999999,8633.0,intake gasket leak/damage,,,,,,2.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
21456.0,0,1970-01-01 00:00:00.000000001,5940.0,intake gasket leak/damage,,3.0,10.0,0.0,0.0,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
11795.0,after,1970-01-01 00:00:00.000000001,4852.0,rocker cover leak/loose/damage,,,,,,-1.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
23736.0,1,1969-12-31 23:59:59.999999998,5616.0,intake gasket leak/damage,,4.0,10.0,10.0,0.0,0.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
24317.0,before,1969-12-31 23:59:59.999999996,14.0,intake gasket leak/damage,,,,,,2.0,flight_header.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
